Year,Player,Team,Matches,Balls,Overs,Runs Given,Wickets,Economy Rate,Average,Strike Rate,Dots,4s,6s,Boundaries Conceded,Wides,No Balls,Extras Given
2010,DP Nannes,Delhi Capitals,9,206,34.2,224,7,6.52,32.0,29.43,89,23,3,26,13,3,16
2010,DR Smith,Deccan Chargers,2,23,3.5,36,1,9.39,36.0,23.0,6,6,0,6,0,0,0
2010,DS Kulkarni,Mumbai Indians,1,24,4.0,40,1,10.0,40.0,24.0,10,3,2,5,5,0,5
2010,DW Steyn,Royal Challengers Bengaluru,15,354,59.0,406,15,6.88,27.07,23.6,164,45,6,51,29,0,29
2010,FY Fazal,Rajasthan Royals,2,12,2.0,20,0,10.0,,,1,1,1,2,0,0,0
2010,Harbhajan Singh,Mumbai Indians,14,321,53.3,377,17,7.05,22.18,18.88,102,21,12,33,16,1,17
2010,Harmeet Singh,Deccan Chargers,8,144,24.0,174,8,7.25,21.75,18.0,59,16,5,21,11,0,11
2010,I Sharma,Kolkata Knight Riders,7,150,25.0,236,7,9.44,33.71,21.43,54,30,6,36,10,1,11
2010,IK Pathan,Punjab Kings,14,278,46.2,426,15,9.19,28.4,18.53,98,54,11,65,12,0,12
2010,Iqbal Abdulla,Kolkata Knight Riders,3,51,8.3,61,1,7.18,61.0,51.0,18,5,2,7,0,0,0
2010,J Theron,Punjab Kings,7,149,24.5,196,8,7.89,24.5,18.62,46,19,5,24,8,1,9
2010,JA Morkel,Chennai Super Kings,14,286,47.4,405,11,8.5,36.82,26.0,97,47,9,56,13,0,13
2010,JD Unadkat,Kolkata Knight Riders,3,62,10.2,85,4,8.23,21.25,15.5,20,10,2,12,0,0,0
2010,JH Kallis,Royal Challengers Bengaluru,16,342,57.0,476,13,8.35,36.62,26.31,118,46,16,62,11,1,12
2010,JM Kemp,Chennai Super Kings,5,44,7.2,54,3,7.36,18.0,14.67,15,6,1,7,3,0,3
2010,JP Duminy,Mumbai Indians,2,33,5.3,37,1,6.73,37.0,33.0,13,4,1,5,0,0,0
2010,Jaskaran Singh,Deccan Chargers,6,84,14.0,139,6,9.93,23.17,14.0,31,19,3,22,4,10,14
2010,Joginder Sharma,Chennai Super Kings,3,48,8.0,89,2,11.12,44.5,24.0,14,12,2,14,1,10,11
2010,K Goel,Punjab Kings,1,6,1.0,7,0,7.0,,,1,0,0,0,0,0,0
2010,KA Pollard,Mumbai Indians,12,222,37.0,274,15,7.41,18.27,14.8,58,16,6,22,10,2,12
2010,KAJ Roach,Deccan Chargers,2,48,8.0,80,0,10.0,,,20,10,3,13,3,1,4
2010,KP Appanna,Royal Challengers Bengaluru,2,42,7.0,51,1,7.29,51.0,42.0,15,2,3,5,2,0,2
2010,KP Pietersen,Royal Challengers Bengaluru,6,60,10.0,77,3,7.7,25.67,20.0,18,4,4,8,0,0,0
2010,Kamran Khan,Rajasthan Royals,3,36,6.0,53,3,8.83,17.67,12.0,18,7,2,9,2,0,2
2010,L Ablish,Punjab Kings,2,24,4.0,36,3,9.0,12.0,8.0,7,5,0,5,3,0,3
2010,L Balaji,Chennai Super Kings,7,140,23.2,207,7,8.87,29.57,20.0,50,18,9,27,14,1,15
2010,LR Shukla,Kolkata Knight Riders,4,72,12.0,106,3,8.83,35.33,24.0,19,7,5,12,0,0,0
2010,M Kartik,Kolkata Knight Riders,10,234,39.0,253,9,6.49,28.11,26.0,77,22,3,25,3,2,5
2010,M Morkel,Rajasthan Royals,2,42,7.0,66,0,9.43,,,15,10,1,11,4,0,4
2010,M Muralitharan,Chennai Super Kings,12,292,48.4,339,16,6.97,21.19,18.25,123,22,15,37,19,0,19
2010,MB Parmar,Kolkata Knight Riders,1,18,3.0,33,0,11.0,,,4,6,0,6,1,0,1
2010,MC Henriques,Delhi Capitals,1,24,4.0,35,1,8.75,35.0,24.0,10,3,2,5,0,0,0
2010,MF Maharoof,Delhi Capitals,7,144,24.0,206,8,8.58,25.75,18.0,54,24,5,29,8,2,10
2010,MK Tiwary,Kolkata Knight Riders,1,6,1.0,11,1,11.0,11.0,6.0,2,0,1,1,1,0,1
2010,MM Patel,Rajasthan Royals,4,78,13.0,118,3,9.08,39.33,26.0,31,15,4,19,0,0,0
2010,MR Marsh,Deccan Chargers,3,60,10.0,88,2,8.8,44.0,30.0,24,13,1,14,3,2,5
2010,MS Gony,Chennai Super Kings,3,48,8.0,92,1,11.5,92.0,48.0,17,15,2,17,3,0,3
2010,ND Doshi,Royal Challengers Bengaluru,1,24,4.0,17,1,4.25,17.0,24.0,14,0,1,1,1,0,1
2010,NLTC Perera,Chennai Super Kings,1,6,1.0,19,0,19.0,,,0,4,0,4,0,0,0
2010,P Kumar,Royal Challengers Bengaluru,12,270,45.0,380,10,8.44,38.0,27.0,109,39,13,52,22,0,22
2010,PD Collingwood,Delhi Capitals,6,89,14.5,101,5,6.81,20.2,17.8,24,4,3,7,1,0,1
2010,PJ Sangwan,Delhi Capitals,8,186,31.0,258,9,8.32,28.67,20.67,70,24,8,32,11,3,14
2010,PP Chawla,Punjab Kings,14,294,49.0,367,12,7.49,30.58,24.5,94,27,12,39,6,0,6
2010,PP Ojha,Deccan Chargers,16,353,58.5,429,21,7.29,20.43,16.81,133,29,17,46,10,1,11
2010,Pankaj Singh,Royal Challengers Bengaluru,2,48,8.0,81,2,10.12,40.5,24.0,21,7,5,12,7,0,7
2010,R Ashwin,Chennai Super Kings,12,288,48.0,293,13,6.1,22.54,22.15,124,25,8,33,9,0,9
2010,R Bhatia,Delhi Capitals,5,96,16.0,132,3,8.25,44.0,32.0,23,11,4,15,2,0,2
2010,R McLaren,Mumbai Indians,10,204,34.0,270,4,7.94,67.5,51.0,69,33,3,36,10,1,11
2010,R Sathish,Mumbai Indians,4,48,8.0,81,2,10.12,40.5,24.0,14,7,4,11,3,0,3
2010,R Sharma,Deccan Chargers,6,124,20.4,167,5,8.08,33.4,24.8,40,8,11,19,2,0,2
2010,R Vinay Kumar,Royal Challengers Bengaluru,14,277,46.1,396,16,8.58,24.75,17.31,101,36,16,52,5,10,15
2010,RE van der Merwe,Royal Challengers Bengaluru,1,24,4.0,27,2,6.75,13.5,12.0,8,2,0,2,3,0,3
2010,RG Sharma,Deccan Chargers,9,114,19.0,153,2,8.05,76.5,57.0,32,12,4,16,6,0,6
2010,RJ Harris,Deccan Chargers,8,184,30.4,233,14,7.6,16.64,13.14,81,22,7,29,17,0,17
2010,RP Singh,Deccan Chargers,12,252,42.0,370,13,8.81,28.46,19.38,98,40,14,54,16,0,16
2010,RR Powar,Punjab Kings,7,138,23.0,160,3,6.96,53.33,46.0,62,14,4,18,13,1,14
2010,RS Bopara,Punjab Kings,5,78,13.0,127,5,9.77,25.4,15.6,21,7,7,14,9,0,9
2010,RS Gavaskar,Kolkata Knight Riders,1,6,1.0,8,0,8.0,,,2,1,0,1,0,0,0
2010,S Ladda,Delhi Capitals,5,90,15.0,143,4,9.53,35.75,22.5,34,8,11,19,2,0,2
2010,S Narwal,Rajasthan Royals,5,94,15.4,185,5,11.81,37.0,18.8,31,14,13,27,5,0,5
2010,S Sreesanth,Punjab Kings,6,114,19.0,191,3,10.05,63.67,38.0,44,19,7,26,7,13,20
2010,S Sriram,Royal Challengers Bengaluru,1,12,2.0,24,0,12.0,,,2,3,1,4,0,0,0
2010,S Tyagi,Chennai Super Kings,6,95,15.5,159,1,10.04,159.0,95.0,34,16,8,24,5,2,7
2010,SB Jakati,Chennai Super Kings,11,228,38.0,291,13,7.66,22.38,17.54,82,19,13,32,8,0,8
2010,SB Wagh,Rajasthan Royals,1,6,1.0,16,1,16.0,16.0,6.0,2,4,0,4,0,0,0
2010,SC Ganguly,Kolkata Knight Riders,3,24,4.0,43,0,10.75,,,2,3,2,5,1,0,1
2010,SE Bond,Kolkata Knight Riders,8,186,31.0,224,9,7.23,24.89,20.67,75,27,3,30,6,0,6
2010,SJ Srivastava,Punjab Kings,8,162,27.0,255,6,9.44,42.5,27.0,54,29,7,36,16,0,16
2010,SK Raina,Chennai Super Kings,12,143,23.5,178,6,7.47,29.67,23.83,40,12,6,18,4,0,4
2010,SK Trivedi,Rajasthan Royals,10,213,35.3,260,11,7.32,23.64,19.36,69,21,7,28,4,3,7
2010,SK Warne,Rajasthan Royals,14,300,50.0,381,11,7.62,34.64,27.27,93,25,15,40,6,0,6
2010,SL Malinga,Mumbai Indians,13,294,49.0,344,15,7.02,22.93,19.6,116,34,5,39,24,0,24
2010,SR Watson,Rajasthan Royals,6,132,22.0,184,6,8.36,30.67,22.0,61,25,4,29,7,0,7
2010,ST Jayasuriya,Mumbai Indians,4,54,9.0,68,2,7.56,34.0,27.0,19,5,2,7,5,0,5
2010,STR Binny,Mumbai Indians,1,6,1.0,9,0,9.0,,,0,1,0,1,0,0,0
2010,SW Tait,Rajasthan Royals,8,187,31.1,264,10,8.47,26.4,18.7,70,31,5,36,23,5,28
2010,T Thushara,Chennai Super Kings,4,87,14.3,101,5,6.97,20.2,17.4,38,9,3,12,5,7,12
2010,TL Suman,Deccan Chargers,2,12,2.0,24,0,12.0,,,2,2,1,3,0,2,2
2010,TM Dilshan,Delhi Capitals,4,49,8.1,70,3,8.57,23.33,16.33,18,1,7,8,0,0,0
2010,UT Yadav,Delhi Capitals,7,144,24.0,184,6,7.67,30.67,24.0,55,25,2,27,8,4,12
2010,V Kohli,Royal Challengers Bengaluru,4,32,5.2,50,0,9.38,,,7,3,2,5,0,5,5
2010,V Sehwag,Delhi Capitals,3,34,5.4,23,3,4.06,7.67,11.33,18,2,0,2,0,0,0
2010,VRV Singh,Punjab Kings,1,18,3.0,40,0,13.33,,,4,4,2,6,2,2,4
2010,VS Malik,Punjab Kings,3,43,7.1,62,1,8.65,62.0,43.0,16,10,0,10,2,2,4
2010,VY Mahesh,Delhi Capitals,1,18,3.0,23,1,7.67,23.0,18.0,5,2,0,2,1,0,1
2010,WPUJC Vaas,Deccan Chargers,6,132,22.0,139,9,6.32,15.44,14.67,63,14,6,20,1,0,1
2010,Y Nagar,Delhi Capitals,1,18,3.0,28,1,9.33,28.0,18.0,7,4,1,5,0,0,0
2010,Y Venugopal Rao,Deccan Chargers,1,6,1.0,10,0,10.0,,,1,1,0,1,0,0,0
2010,YA Abdulla,Punjab Kings,2,41,6.5,66,1,9.66,66.0,41.0,13,7,3,10,1,0,1
2010,YK Pathan,Rajasthan Royals,11,204,34.0,246,5,7.24,49.2,40.8,60,21,6,27,10,0,10
2010,Yuvraj Singh,Punjab Kings,10,138,23.0,152,5,6.61,30.4,27.6,45,8,6,14,1,0,1
2010,Z Khan,Mumbai Indians,14,290,48.2,376,15,7.78,25.07,19.33,107,45,8,53,4,1,5
2011,A Mishra,Deccan Chargers,14,320,53.2,358,19,6.71,18.84,16.84,130,26,14,40,2,2,4
2011,A Mithun,Royal Challengers Bengaluru,12,204,34.0,321,5,9.44,64.2,40.8,67,26,15,41,9,21,30
2011,A Singh,Rajasthan Royals,9,171,28.3,215,9,7.54,23.89,19.0,75,29,4,33,4,0,4
2011,A Symonds,Mumbai Indians,3,24,4.0,41,1,10.25,41.0,24.0,10,4,3,7,0,0,0
2011,AA Chavan,Rajasthan Royals,2,30,5.0,27,0,5.4,,,17,3,1,4,0,0,0
2011,AA Jhunjhunwala,Pune Warriors,2,12,2.0,22,0,11.0,,,1,1,1,2,1,0,1
2011,AA Kazi,Royal Challengers Bengaluru,1,12,2.0,21,0,10.5,,,2,1,1,2,1,0,1
2011,AB Agarkar,Delhi Capitals,7,162,27.0,231,8,8.56,28.88,20.25,46,18,9,27,2,0,2
2011,AB Dinda,Delhi Capitals,5,102,17.0,152,5,8.94,30.4,20.4,41,19,5,24,7,3,10
2011,AB McDonald,Delhi Capitals,1,12,2.0,23,0,11.5,,,5,2,2,4,0,0,0
2011,AC Thomas,Pune Warriors,11,231,38.3,297,11,7.71,27.0,21.0,96,29,9,38,8,2,10
2011,AG Murtaza,Mumbai Indians,5,120,20.0,117,3,5.85,39.0,40.0,56,11,3,14,2,0,2
2011,AJ Finch,Delhi Capitals,1,12,2.0,13,0,6.5,,,5,1,0,1,1,0,1
2011,AL Menaria,Rajasthan Royals,9,90,15.0,121,2,8.07,60.5,45.0,30,14,2,16,4,0,4
2011,AM Nayar,Punjab Kings,6,61,10.1,95,2,9.34,47.5,30.5,15,8,4,12,2,0,2
2011,AM Salvi,Delhi Capitals,2,48,8.0,66,3,8.25,22.0,16.0,17,8,1,9,2,0,2
2011,AN Ahmed,Mumbai Indians,6,120,20.0,169,5,8.45,33.8,24.0,40,16,6,22,12,7,19
2011,AS Raut,Rajasthan Royals,1,6,1.0,8,0,8.0,,,2,1,0,1,0,0,0
2011,AUK Pathan,Royal Challengers Bengaluru,2,33,5.3,49,0,8.91,,,7,5,0,5,6,0,6
2011,Anand Rajan,Deccan Chargers,2,30,5.0,50,3,10.0,16.67,10.0,15,3,4,7,5,0,5
2011,B Akhil,Kochi Tuskers Kerala,1,12,2.0,22,0,11.0,,,4,2,1,3,0,2,2
2011,B Chipli,Deccan Chargers,1,6,1.0,20,0,20.0,,,1,1,2,3,0,0,0
2011,B Kumar,Pune Warriors,4,66,11.0,67,3,6.09,22.33,22.0,28,7,1,8,0,1,1
2011,B Lee,Kolkata Knight Riders,12,272,45.2,338,5,7.46,67.6,54.4,108,39,5,44,14,2,16
2011,BA Bhatt,Punjab Kings,8,167,27.5,229,9,8.23,25.44,18.56,55,18,9,27,6,0,6
2011,BJ Hodge,Kochi Tuskers Kerala,4,66,11.0,77,7,7.0,11.0,9.43,28,6,3,9,1,0,1
2011,Bipul Sharma,Punjab Kings,4,72,12.0,78,4,6.5,19.5,18.0,27,6,1,7,7,0,7
2011,CH Gayle,Royal Challengers Bengaluru,12,216,36.0,244,8,6.78,30.5,27.0,80,12,10,22,11,4,15
2011,CK Langeveldt,Royal Challengers Bengaluru,3,66,11.0,84,5,7.64,16.8,13.2,27,6,5,11,3,1,4
2011,DB Ravi Teja,Deccan Chargers,1,6,1.0,9,0,9.0,,,1,1,0,1,0,0,0
2011,DE Bollinger,Chennai Super Kings,13,282,47.0,329,17,7.0,19.35,16.59,114,31,7,38,16,2,18
2011,DJ Bravo,Chennai Super Kings,6,120,20.0,157,6,7.85,26.17,20.0,40,10,6,16,9,0,9
2011,DJ Hussey,Punjab Kings,2,18,3.0,38,1,12.67,38.0,18.0,4,3,3,6,0,0,0
2011,DL Vettori,Royal Challengers Bengaluru,13,310,51.4,311,12,6.02,25.92,25.83,119,23,7,30,2,0,2
2011,DP Nannes,Royal Challengers Bengaluru,2,24,4.0,31,2,7.75,15.5,12.0,11,4,1,5,1,0,1
2011,DS Kulkarni,Mumbai Indians,6,120,20.0,149,5,7.45,29.8,24.0,42,14,3,17,8,0,8
2011,DT Christian,Deccan Chargers,14,274,45.4,350,11,7.66,31.82,24.91,109,34,10,44,17,1,18
2011,DW Steyn,Deccan Chargers,12,273,45.3,299,14,6.57,21.36,19.5,134,41,3,44,9,7,16
2011,Harbhajan Singh,Mumbai Indians,15,318,53.0,370,14,6.98,26.43,22.71,127,32,11,43,12,0,12
2011,Harmeet Singh,Deccan Chargers,2,42,7.0,53,3,7.57,17.67,14.0,17,6,0,6,5,1,6
2011,I Malhotra,Deccan Chargers,1,6,1.0,23,0,23.0,,,0,2,2,4,0,0,0
2011,I Sharma,Deccan Chargers,12,264,44.0,314,11,7.14,28.55,24.0,121,39,7,46,6,7,13
2011,IK Pathan,Delhi Capitals,13,275,45.5,344,11,7.51,31.27,25.0,124,39,10,49,20,3,23
2011,Iqbal Abdulla,Kolkata Knight Riders,15,300,50.0,305,16,6.1,19.06,18.75,131,30,6,36,5,0,5
2011,J Botha,Rajasthan Royals,10,216,36.0,239,7,6.64,34.14,30.86,81,18,6,24,3,0,3
2011,J Syed Mohammad,Royal Challengers Bengaluru,5,90,15.0,127,5,8.47,25.4,18.0,29,7,7,14,1,0,1
2011,JA Morkel,Chennai Super Kings,14,270,45.0,382,15,8.49,25.47,18.0,102,42,11,53,9,2,11
2011,JD Ryder,Pune Warriors,7,92,15.2,118,4,7.7,29.5,23.0,29,9,4,13,2,0,2
2011,JD Unadkat,Kolkata Knight Riders,6,108,18.0,150,6,8.33,25.0,18.0,40,13,6,19,3,0,3
2011,JDP Oram,Rajasthan Royals,2,24,4.0,45,1,11.25,45.0,24.0,8,3,3,6,0,0,0
2011,JE Taylor,Pune Warriors,5,117,19.3,157,6,8.05,26.17,19.5,48,10,9,19,4,1,5
2011,JEC Franklin,Mumbai Indians,6,61,10.1,99,3,9.74,33.0,20.33,14,8,4,12,0,4,4
2011,JH Kallis,Kolkata Knight Riders,9,144,24.0,170,7,7.08,24.29,20.57,54,17,2,19,6,0,6
2011,JJ van der Wath,Royal Challengers Bengaluru,3,72,12.0,129,3,10.75,43.0,24.0,29,17,6,23,2,2,4
2011,JP Duminy,Deccan Chargers,8,108,18.0,143,4,7.94,35.75,27.0,44,9,9,18,3,0,3
2011,JP Faulkner,Pune Warriors,1,12,2.0,9,1,4.5,9.0,12.0,7,0,1,1,0,0,0
2011,JR Hopes,Delhi Capitals,9,192,32.0,272,7,8.5,38.86,27.43,53,22,11,33,6,0,6
2011,Joginder Sharma,Chennai Super Kings,1,18,3.0,34,0,11.33,,,5,3,2,5,2,0,2
2011,KA Pollard,Mumbai Indians,16,255,42.3,361,10,8.49,36.1,25.5,73,32,11,43,18,3,21
2011,KMDN Kulasekara,Chennai Super Kings,1,18,3.0,26,1,8.67,26.0,18.0,7,4,0,4,1,0,1
2011,Kamran Khan,Pune Warriors,1,18,3.0,47,0,15.67,,,5,3,5,8,0,0,0
2011,L Ablish,Punjab Kings,1,18,3.0,39,0,13.0,,,3,6,1,7,0,0,0
2011,L Balaji,Kolkata Knight Riders,14,266,44.2,371,10,8.37,37.1,26.6,89,37,10,47,16,5,21
2011,LRPL Taylor,Rajasthan Royals,1,6,1.0,11,0,11.0,,,0,0,1,1,0,0,0
2011,M Kartik,Pune Warriors,6,125,20.5,166,1,7.97,166.0,125.0,40,10,7,17,3,6,9
2011,M Manhas,Pune Warriors,3,42,7.0,42,0,6.0,,,15,2,1,3,0,0,0
2011,M Morkel,Delhi Capitals,11,258,43.0,325,13,7.56,25.0,19.85,115,41,9,50,12,8,20
2011,M Muralitharan,Kochi Tuskers Kerala,5,114,19.0,141,2,7.42,70.5,57.0,46,8,8,16,4,0,4
2011,MK Tiwary,Kolkata Knight Riders,2,12,2.0,23,0,11.5,,,4,1,2,3,1,0,1
2011,MM Patel,Mumbai Indians,15,326,54.2,358,22,6.59,16.27,14.82,145,48,5,53,3,0,3
2011,MR Marsh,Pune Warriors,5,85,14.1,99,7,6.99,14.14,12.14,25,11,1,12,1,0,1
2011,MS Gony,Deccan Chargers,3,54,9.0,85,4,9.44,21.25,13.5,17,10,3,13,1,0,1
2011,ND Doshi,Rajasthan Royals,3,32,5.2,62,1,11.62,62.0,32.0,10,5,5,10,0,0,0
2011,NJ Rimmington,Punjab Kings,1,18,3.0,19,0,6.33,,,9,3,0,3,0,0,0
2011,NL McCullum,Pune Warriors,2,30,5.0,34,0,6.8,,,10,1,2,3,0,0,0
2011,NLTC Perera,Kochi Tuskers Kerala,4,84,14.0,111,2,7.93,55.5,42.0,24,12,2,14,2,0,2
2011,P Kumar,Punjab Kings,13,276,46.0,345,10,7.5,34.5,27.6,137,45,10,55,11,0,11
2011,P Parameswaran,Kochi Tuskers Kerala,5,94,15.4,137,4,8.74,34.25,23.5,41,14,7,21,2,7,9
2011,P Prasanth,Kochi Tuskers Kerala,1,6,1.0,18,0,18.0,,,3,0,3,3,0,0,0
2011,PC Valthaty,Punjab Kings,9,145,24.1,189,7,7.82,27.0,20.71,43,13,6,19,6,0,6
2011,PP Chawla,Punjab Kings,12,248,41.2,336,16,8.13,21.0,15.5,93,27,15,42,12,0,12
2011,PP Ojha,Deccan Chargers,10,221,36.5,267,10,7.25,26.7,22.1,86,19,11,30,3,0,3
2011,Pankaj Singh,Rajasthan Royals,1,12,2.0,23,0,11.5,,,3,3,1,4,0,0,0
2011,R Ashwin,Chennai Super Kings,16,378,63.0,388,20,6.16,19.4,18.9,157,29,11,40,12,0,12
2011,R Bhatia,Kolkata Knight Riders,12,192,32.0,210,8,6.56,26.25,24.0,56,14,4,18,6,0,6
2011,R McLaren,Punjab Kings,6,108,18.0,178,5,9.89,35.6,21.6,30,24,3,27,1,9,10
2011,R Ninan,Royal Challengers Bengaluru,2,36,6.0,65,3,10.83,21.67,12.0,8,3,5,8,0,0,0
2011,R Sathish,Mumbai Indians,4,31,5.1,41,0,7.94,,,7,4,0,4,0,0,0
2011,R Sharma,Pune Warriors,14,300,50.0,273,16,5.46,17.06,18.75,128,18,6,24,2,0,2
2011,R Vinay Kumar,Kochi Tuskers Kerala,13,268,44.4,335,12,7.5,27.92,22.33,103,42,5,47,10,0,10
2011,RA Jadeja,Kochi Tuskers Kerala,14,252,42.0,305,8,7.26,38.12,31.5,90,17,12,29,11,0,11
2011,RE van der Merwe,Delhi Capitals,4,89,14.5,92,5,6.2,18.4,17.8,36,6,3,9,2,0,2
2011,RG Sharma,Mumbai Indians,3,24,4.0,53,0,13.25,,,4,3,3,6,5,0,5
2011,RJ Harris,Punjab Kings,13,282,47.0,382,16,8.13,23.88,17.62,111,44,9,53,23,0,23
2011,RN ten Doeschate,Kolkata Knight Riders,1,6,1.0,7,0,7.0,,,0,0,0,0,1,0,1
2011,RP Singh,Kochi Tuskers Kerala,14,300,50.0,345,13,6.9,26.54,23.08,135,40,6,46,14,0,14
2011,RR Powar,Kochi Tuskers Kerala,5,72,12.0,112,2,9.33,56.0,36.0,22,8,6,14,0,0,0
2011,RV Gomez,Kochi Tuskers Kerala,8,90,15.0,124,5,8.27,24.8,18.0,33,9,7,16,1,0,1
2011,RW Price,Mumbai Indians,1,18,3.0,33,0,11.0,,,1,2,2,4,0,0,0
2011,S Aravind,Royal Challengers Bengaluru,13,276,46.0,368,21,8.0,17.52,13.14,115,33,16,49,12,0,12
2011,S Dhawan,Deccan Chargers,2,12,2.0,11,1,5.5,11.0,12.0,5,0,1,1,0,0,0
2011,S Ladda,Kolkata Knight Riders,2,24,4.0,42,0,10.5,,,8,1,4,5,0,2,2
2011,S Nadeem,Delhi Capitals,5,114,19.0,142,4,7.47,35.5,28.5,37,9,6,15,1,0,1
2011,S Rana,Pune Warriors,1,4,0.4,2,0,3.0,,,2,0,0,0,0,0,0
2011,S Randiv,Chennai Super Kings,8,174,29.0,223,6,7.69,37.17,29.0,60,20,5,25,6,0,6
2011,S Sreesanth,Kochi Tuskers Kerala,9,191,31.5,206,7,6.47,29.43,27.29,94,21,6,27,11,7,18
2011,S Sriram,Delhi Capitals,1,6,1.0,25,0,25.0,,,0,1,3,4,0,0,0
2011,SB Jakati,Chennai Super Kings,14,265,44.1,336,10,7.61,33.6,26.5,80,21,11,32,4,1,5
2011,SB Styris,Chennai Super Kings,1,6,1.0,13,0,13.0,,,1,1,1,2,0,0,0
2011,SB Wagh,Pune Warriors,7,96,16.0,121,4,7.56,30.25,24.0,43,17,2,19,6,0,6
2011,SJ Srivastava,Punjab Kings,6,120,20.0,186,8,9.3,23.25,15.0,49,21,6,27,15,1,16
2011,SK Raina,Chennai Super Kings,12,165,27.3,201,4,7.31,50.25,41.25,62,15,8,23,8,0,8
2011,SK Trivedi,Rajasthan Royals,12,214,35.4,303,10,8.5,30.3,21.4,66,28,8,36,8,11,19
2011,SK Warne,Rajasthan Royals,12,282,47.0,297,13,6.32,22.85,21.69,117,21,8,29,7,0,7
2011,SL Malinga,Mumbai Indians,16,378,63.0,375,28,5.95,13.39,13.5,183,39,6,45,19,8,27
2011,SR Watson,Rajasthan Royals,10,216,36.0,241,6,6.69,40.17,36.0,78,21,3,24,11,1,12
2011,SS Mundhe,Pune Warriors,1,6,1.0,6,1,6.0,6.0,6.0,4,1,0,1,1,0,1
2011,STR Binny,Rajasthan Royals,3,24,4.0,44,0,11.0,,,1,4,1,5,1,0,1
2011,SW Tait,Rajasthan Royals,4,89,14.5,127,6,8.56,21.17,14.83,42,16,4,20,9,11,20
2011,Shakib Al Hasan,Kolkata Knight Riders,7,153,25.3,175,11,6.86,15.91,13.91,59,12,7,19,7,0,7
2011,TG Southee,Chennai Super Kings,5,114,19.0,166,4,8.74,41.5,28.5,43,20,4,24,5,0,5
2011,TL Suman,Mumbai Indians,3,36,6.0,50,0,8.33,,,7,3,2,5,0,0,0
2011,TM Dilshan,Royal Challengers Bengaluru,6,72,12.0,108,1,9.0,108.0,72.0,16,9,3,12,3,0,3
2011,UT Yadav,Delhi Capitals,6,108,18.0,169,2,9.39,84.5,54.0,36,20,5,25,3,12,15
2011,V Kohli,Royal Challengers Bengaluru,10,102,17.0,139,2,8.18,69.5,51.0,23,13,2,15,2,3,5
2011,VR Aaron,Delhi Capitals,3,72,12.0,82,2,6.83,41.0,36.0,31,10,1,11,5,0,5
2011,VS Malik,Punjab Kings,1,12,2.0,13,0,6.5,,,3,0,1,1,0,0,0
2011,WD Parnell,Pune Warriors,8,176,29.2,213,9,7.26,23.67,19.56,75,24,2,26,21,0,21
2011,Y Gnaneswara Rao,Kochi Tuskers Kerala,1,6,1.0,7,0,7.0,,,3,1,0,1,0,0,0
2011,Y Nagar,Delhi Capitals,5,30,5.0,67,1,13.4,67.0,30.0,5,6,3,9,2,5,7
2011,Y Venugopal Rao,Delhi Capitals,2,12,2.0,26,0,13.0,,,3,2,2,4,0,0,0
2011,YK Pathan,Kolkata Knight Riders,14,234,39.0,238,13,6.1,18.31,18.0,93,22,4,26,9,0,9
2011,Yuvraj Singh,Pune Warriors,13,174,29.0,192,9,6.62,21.33,19.33,61,9,7,16,0,1,1
2011,Z Khan,Royal Challengers Bengaluru,15,354,59.0,455,14,7.71,32.5,25.29,141,48,11,59,23,0,23
2012,A Ashish Reddy,Deccan Chargers,9,163,27.1,237,11,8.72,21.55,14.82,55,14,12,26,6,4,10
2012,A Chandila,Rajasthan Royals,4,84,14.0,86,5,6.14,17.2,16.8,39,3,6,9,0,0,0
2012,A Mishra,Deccan Chargers,14,282,47.0,377,13,8.02,29.0,21.69,89,18,19,37,6,7,13
2012,A Mithun,Royal Challengers Bengaluru,1,18,3.0,33,0,11.0,,,5,5,1,6,1,0,1
2012,A Nehra,Pune Warriors,13,288,48.0,402,11,8.38,36.55,26.18,99,43,14,57,1,9,10
2012,A Singh,Rajasthan Royals,9,197,32.5,310,10,9.44,31.0,19.7,58,29,11,40,11,0,11
2012,AA Chavan,Rajasthan Royals,8,164,27.2,236,7,8.63,33.71,23.43,55,21,11,32,6,0,6
2012,AA Jhunjhunwala,Deccan Chargers,3,36,6.0,38,1,6.33,38.0,36.0,14,4,0,4,0,0,0
2012,AB Agarkar,Delhi Capitals,4,86,14.2,134,3,9.35,44.67,28.67,20,13,4,17,4,0,4
2012,AB Dinda,Pune Warriors,7,144,24.0,169,9,7.04,18.78,16.0,61,14,5,19,7,6,13
2012,AB McDonald,Royal Challengers Bengaluru,3,60,10.0,61,5,6.1,12.2,12.0,18,4,1,5,1,0,1
2012,AC Thomas,Pune Warriors,4,84,14.0,109,3,7.79,36.33,28.0,30,12,2,14,2,2,4
2012,AD Mascarenhas,Punjab Kings,4,96,16.0,105,7,6.56,15.0,13.71,35,8,2,10,1,0,1
2012,AD Mathews,Pune Warriors,9,156,26.0,192,7,7.38,27.43,22.29,50,16,5,21,3,0,3
2012,AD Russell,Delhi Capitals,4,96,16.0,161,1,10.06,161.0,96.0,28,24,3,27,1,1,2
2012,AG Murtaza,Pune Warriors,1,12,2.0,11,0,5.5,,,5,1,0,1,0,0,0
2012,AL Menaria,Rajasthan Royals,3,20,3.2,23,1,6.9,23.0,20.0,10,1,2,3,0,0,0
