Year,Player,Team,Matches,Balls,Overs,Runs Given,Wickets,Economy Rate,Average,Strike Rate,Dots,4s,6s,Boundaries Conceded,Wides,No Balls,Extras Given
2008,A Kumble,Royal Challengers Bengaluru,10,230,38.2,304,7,7.93,43.43,32.86,85,27,14,41,10,0,10
2008,A Mishra,Delhi Capitals,6,119,19.5,138,11,6.96,12.55,10.82,42,4,8,12,3,1,4
2008,A Nehra,Mumbai Indians,14,269,44.5,348,12,7.76,29.0,22.42,120,47,8,55,11,5,16
2008,A Nel,Mumbai Indians,1,18,3.0,31,1,10.33,31.0,18.0,7,3,2,5,0,0,0
2008,A Symonds,Deccan Chargers,3,41,6.5,101,0,14.78,,,9,6,9,15,6,1,7
2008,AA Noffke,Royal Challengers Bengaluru,1,24,4.0,40,1,10.0,40.0,24.0,6,2,2,4,5,0,5
2008,AB Agarkar,Kolkata Knight Riders,9,156,26.0,207,8,7.96,25.88,19.5,66,21,8,29,11,1,12
2008,AB Dinda,Kolkata Knight Riders,12,234,39.0,260,9,6.67,28.89,26.0,116,38,1,39,14,1,15
2008,AD Mascarenhas,Rajasthan Royals,1,24,4.0,29,2,7.25,14.5,12.0,8,3,0,3,2,0,2
2008,AM Nayar,Mumbai Indians,5,42,7.0,68,1,9.71,68.0,42.0,14,3,6,9,1,0,1
2008,Abdur Razzak,Royal Challengers Bengaluru,1,12,2.0,29,0,14.5,,,5,3,1,4,5,5,10
2008,B Akhil,Royal Challengers Bengaluru,6,104,17.2,134,2,7.73,67.0,52.0,34,10,6,16,2,0,2
2008,B Geeves,Delhi Capitals,2,48,8.0,91,1,11.38,91.0,48.0,15,17,1,18,1,0,1
2008,B Lee,Punjab Kings,4,96,16.0,112,4,7.0,28.0,24.0,44,16,2,18,0,8,8
2008,BAW Mendis,Kolkata Knight Riders,1,24,4.0,24,1,6.0,24.0,24.0,9,3,0,3,0,0,0
2008,CK Kapugedera,Chennai Super Kings,3,17,2.5,49,0,17.29,,,0,5,3,8,0,0,0
2008,CL White,Royal Challengers Bengaluru,1,6,1.0,24,0,24.0,,,0,2,2,4,2,0,2
2008,CRD Fernando,Mumbai Indians,5,120,20.0,160,10,8.0,16.0,12.0,49,15,6,21,7,2,9
2008,D Kalyankrishna,Deccan Chargers,3,48,8.0,87,2,10.88,43.5,24.0,10,8,4,12,2,0,2
2008,D Salunkhe,Rajasthan Royals,5,47,7.5,78,1,9.96,78.0,47.0,13,6,3,9,7,2,9
2008,DB Ravi Teja,Deccan Chargers,1,12,2.0,19,1,9.5,19.0,12.0,3,0,2,2,0,0,0
2008,DJ Bravo,Mumbai Indians,9,171,28.3,232,11,8.14,21.09,15.55,66,20,10,30,10,0,10
2008,DJ Hussey,Kolkata Knight Riders,5,78,13.0,130,2,10.0,65.0,39.0,24,8,9,17,1,0,1
2008,DJ Thornely,Mumbai Indians,4,42,7.0,40,3,5.71,13.33,14.0,19,5,0,5,2,0,2
2008,DL Vettori,Delhi Capitals,2,48,8.0,54,2,6.75,27.0,24.0,16,4,2,6,0,0,0
2008,DNT Zoysa,Deccan Chargers,3,66,11.0,99,2,9.0,49.5,33.0,24,12,3,15,1,5,6
2008,DP Vijaykumar,Deccan Chargers,9,152,25.2,199,4,7.86,49.75,38.0,63,23,5,28,5,4,9
2008,DR Smith,Mumbai Indians,4,66,11.0,83,5,7.55,16.6,13.2,25,8,1,9,7,0,7
2008,DS Kulkarni,Mumbai Indians,10,177,29.3,236,11,8.0,21.45,16.09,77,27,6,33,16,10,26
2008,DW Steyn,Royal Challengers Bengaluru,10,228,38.0,252,10,6.63,25.2,22.8,116,29,5,34,22,8,30
2008,GD McGrath,Delhi Capitals,14,324,54.0,357,12,6.61,29.75,27.0,153,41,10,51,4,2,6
2008,Gagandeep Singh,Punjab Kings,4,84,14.0,141,3,10.07,47.0,28.0,25,14,6,20,0,0,0
2008,Harbhajan Singh,Mumbai Indians,3,60,10.0,82,5,8.2,16.4,12.0,16,6,3,9,3,0,3
2008,I Sharma,Kolkata Knight Riders,13,253,42.1,329,7,7.8,47.0,36.14,110,44,5,49,17,12,29
2008,IK Pathan,Punjab Kings,14,318,53.0,350,15,6.6,23.33,21.2,150,32,13,45,19,0,19
2008,Iqbal Abdulla,Kolkata Knight Riders,1,18,3.0,22,0,7.33,,,6,3,0,3,0,0,0
2008,JA Morkel,Chennai Super Kings,13,288,48.0,399,17,8.31,23.47,16.94,100,38,11,49,21,8,29
2008,JDP Oram,Chennai Super Kings,4,96,16.0,149,3,9.31,49.67,32.0,32,17,5,22,4,0,4
2008,JH Kallis,Royal Challengers Bengaluru,11,206,34.2,311,4,9.06,77.75,51.5,55,33,9,42,9,0,9
2008,JR Hopes,Punjab Kings,11,168,28.0,276,7,9.86,39.43,24.0,52,22,17,39,3,0,3
2008,Joginder Sharma,Chennai Super Kings,7,148,24.4,239,8,9.69,29.88,18.5,43,19,11,30,6,17,23
2008,K Goel,Punjab Kings,1,12,2.0,25,0,12.5,,,2,1,2,3,0,0,0
2008,L Balaji,Chennai Super Kings,9,198,33.0,286,11,8.67,26.0,18.0,60,30,9,39,8,0,8
2008,LPC Silva,Deccan Chargers,1,6,1.0,21,0,21.0,,,0,0,3,3,0,0,0
2008,LR Shukla,Kolkata Knight Riders,9,72,12.0,124,6,10.33,20.67,12.0,18,10,4,14,9,4,13
2008,M Kartik,Kolkata Knight Riders,5,88,14.4,127,3,8.66,42.33,29.33,31,12,7,19,1,0,1
2008,M Muralitharan,Chennai Super Kings,15,348,58.0,404,11,6.97,36.73,31.64,127,22,14,36,25,2,27
2008,M Ntini,Chennai Super Kings,9,210,35.0,242,7,6.91,34.57,30.0,99,29,8,37,2,3,5
2008,MA Khote,Mumbai Indians,2,30,5.0,51,2,10.2,25.5,15.0,5,4,2,6,0,0,0
2008,MF Maharoof,Delhi Capitals,10,216,36.0,249,15,6.92,16.6,14.4,84,17,10,27,11,0,11
2008,MM Patel,Rajasthan Royals,15,330,55.0,420,14,7.64,30.0,23.57,141,48,12,60,5,7,12
2008,MS Gony,Chennai Super Kings,16,360,60.0,443,17,7.38,26.06,21.18,154,42,16,58,9,3,12
2008,Mohammad Asif,Delhi Capitals,8,192,32.0,296,8,9.25,37.0,24.0,64,37,8,45,6,2,8
2008,Mohammad Hafeez,Kolkata Knight Riders,4,60,10.0,68,2,6.8,34.0,30.0,22,5,2,7,6,1,7
2008,P Amarnath,Chennai Super Kings,6,132,22.0,236,7,10.73,33.71,18.86,29,29,7,36,0,0,0
2008,P Kumar,Royal Challengers Bengaluru,13,268,44.4,366,11,8.19,33.27,24.36,109,36,16,52,14,0,14
2008,PJ Sangwan,Delhi Capitals,7,144,24.0,215,5,8.96,43.0,28.8,47,19,8,27,14,2,16
2008,PM Sarvesh Kumar,Deccan Chargers,2,30,5.0,42,1,8.4,42.0,30.0,11,7,0,7,1,0,1
2008,PP Chawla,Punjab Kings,15,281,46.5,389,17,8.31,22.88,16.53,110,28,21,49,14,0,14
2008,PP Ojha,Deccan Chargers,12,222,37.0,284,11,7.68,25.82,20.18,70,19,11,30,20,0,20
2008,Pankaj Singh,Rajasthan Royals,5,72,12.0,129,0,10.75,,,18,12,5,17,3,3,6
2008,R Bhatia,Delhi Capitals,9,132,22.0,183,6,8.32,30.5,22.0,48,12,11,23,3,0,3
2008,R Vinay Kumar,Royal Challengers Bengaluru,8,138,23.0,182,5,7.91,36.4,27.6,59,18,7,25,1,6,7
2008,RA Jadeja,Rajasthan Royals,2,13,2.1,21,0,9.69,,,6,3,1,4,0,0,0
2008,RG Sharma,Deccan Chargers,1,24,4.0,25,1,6.25,25.0,24.0,6,2,0,2,1,0,1
2008,RP Singh,Deccan Chargers,14,308,51.2,442,15,8.61,29.47,20.53,122,56,12,68,16,2,18
2008,RR Powar,Punjab Kings,5,72,12.0,91,3,7.58,30.33,24.0,30,8,4,12,5,0,5
2008,RR Raje,Mumbai Indians,6,98,16.2,137,5,8.39,27.4,19.6,28,15,2,17,3,2,5
2008,S Sreesanth,Punjab Kings,15,307,51.1,442,19,8.64,23.26,16.16,132,53,11,64,30,10,40
2008,S Vidyut,Chennai Super Kings,1,12,2.0,22,1,11.0,22.0,12.0,5,1,2,3,1,0,1
2008,SB Bangar,Deccan Chargers,9,150,25.0,219,4,8.76,54.75,37.5,55,24,7,31,7,0,7
2008,SB Joshi,Royal Challengers Bengaluru,4,55,9.1,82,1,8.95,82.0,55.0,18,6,5,11,0,0,0
2008,SB Styris,Deccan Chargers,8,162,27.0,199,3,7.37,66.33,54.0,61,10,11,21,5,0,5
2008,SC Ganguly,Kolkata Knight Riders,7,120,20.0,128,6,6.4,21.33,20.0,46,9,5,14,1,0,1
2008,SD Chitnis,Mumbai Indians,2,36,6.0,60,2,10.0,30.0,18.0,9,4,3,7,6,0,6
2008,SK Raina,Chennai Super Kings,2,20,3.2,30,1,9.0,30.0,20.0,4,1,2,3,0,0,0
2008,SK Trivedi,Rajasthan Royals,15,288,48.0,399,13,8.31,30.69,22.15,102,32,17,49,12,1,13
2008,SK Warne,Rajasthan Royals,15,312,52.0,404,19,7.77,21.26,16.42,107,23,19,42,9,0,9
2008,SM Pollock,Mumbai Indians,13,276,46.0,301,11,6.54,27.36,25.09,130,30,9,39,4,0,4
2008,SR Watson,Rajasthan Royals,15,325,54.1,383,17,7.07,22.53,19.12,158,53,6,59,14,8,22
2008,ST Jayasuriya,Mumbai Indians,8,126,21.0,159,4,7.57,39.75,31.5,36,10,6,16,1,0,1
2008,Shahid Afridi,Deccan Chargers,10,180,30.0,225,9,7.5,25.0,20.0,57,19,7,26,4,1,5
2008,Shoaib Akhtar,Kolkata Knight Riders,3,42,7.0,54,5,7.71,10.8,8.4,23,6,2,8,4,0,4
2008,Shoaib Malik,Delhi Capitals,5,51,8.3,85,2,10.0,42.5,25.5,15,7,3,10,7,2,9
2008,Sohail Tanvir,Rajasthan Royals,11,247,41.1,266,22,6.46,12.09,11.23,121,27,7,34,19,1,20
2008,TM Dilshan,Delhi Capitals,1,6,1.0,3,1,3.0,3.0,6.0,3,0,0,0,0,0,0
2008,Umar Gul,Kolkata Knight Riders,6,135,22.3,184,12,8.18,15.33,11.25,51,17,5,22,12,13,25
2008,V Kohli,Royal Challengers Bengaluru,4,46,7.4,61,2,7.96,30.5,23.0,7,3,1,4,3,2,5
2008,V Sehwag,Delhi Capitals,7,66,11.0,133,3,12.09,44.33,22.0,18,9,11,20,1,0,1
2008,VRV Singh,Punjab Kings,13,288,48.0,420,11,8.75,38.18,26.18,94,46,11,57,5,12,17
2008,VS Yeligati,Mumbai Indians,2,30,5.0,59,0,11.8,,,6,7,2,9,6,0,6
2008,VY Mahesh,Delhi Capitals,11,253,42.1,370,16,8.77,23.12,15.81,94,38,14,52,7,22,29
2008,WA Mota,Punjab Kings,2,18,3.0,36,1,12.0,36.0,18.0,3,2,2,4,2,0,2
2008,WPUJC Vaas,Deccan Chargers,5,102,17.0,145,5,8.53,29.0,20.4,41,20,4,24,1,0,1
2008,Y Venugopal Rao,Deccan Chargers,7,84,14.0,137,2,9.79,68.5,42.0,22,15,3,18,6,0,6
2008,YK Pathan,Rajasthan Royals,13,169,28.1,230,8,8.17,28.75,21.12,59,11,16,27,1,0,1
2008,Yuvraj Singh,Punjab Kings,6,54,9.0,83,3,9.22,27.67,18.0,12,5,4,9,2,0,2
2008,Z Khan,Royal Challengers Bengaluru,11,252,42.0,357,13,8.5,27.46,19.38,100,50,7,57,10,0,10
2009,A Flintoff,Chennai Super Kings,3,66,11.0,105,2,9.55,52.5,33.0,20,7,7,14,0,0,0
2009,A Kumble,Royal Challengers Bengaluru,16,355,59.1,347,21,5.86,16.52,16.9,138,18,8,26,7,0,7
2009,A Mishra,Delhi Capitals,11,253,42.1,294,14,6.97,21.0,18.07,98,13,13,26,3,8,11
2009,A Mithun,Royal Challengers Bengaluru,1,24,4.0,42,0,10.5,,,7,3,2,5,3,0,3
2009,A Nehra,Delhi Capitals,13,306,51.0,346,19,6.78,18.21,16.11,139,30,9,39,15,11,26
2009,A Singh,Rajasthan Royals,5,105,17.3,95,9,5.43,10.56,11.67,56,9,2,11,1,2,3
2009,A Symonds,Deccan Chargers,8,144,24.0,160,7,6.67,22.86,20.57,65,9,8,17,4,0,4
2009,AB Agarkar,Kolkata Knight Riders,11,186,31.0,284,6,9.16,47.33,31.0,65,31,9,40,14,0,14
2009,AB Dinda,Kolkata Knight Riders,8,144,24.0,193,4,8.04,48.25,36.0,67,18,9,27,6,0,6
2009,AB McDonald,Delhi Capitals,1,18,3.0,22,0,7.33,,,2,1,0,1,0,0,0
2009,AD Mascarenhas,Rajasthan Royals,5,116,19.2,132,6,6.83,22.0,19.33,58,13,5,18,0,0,0
2009,AD Mathews,Kolkata Knight Riders,1,14,2.2,31,0,13.29,,,2,4,1,5,1,0,1
2009,AM Nayar,Mumbai Indians,4,72,12.0,84,4,7.0,21.0,18.0,27,7,1,8,5,0,5
2009,AM Rahane,Mumbai Indians,1,6,1.0,5,1,5.0,5.0,6.0,2,0,0,0,0,0,0
2009,AM Salvi,Delhi Capitals,5,102,17.0,134,4,7.88,33.5,25.5,40,10,6,16,8,0,8
2009,AS Raut,Rajasthan Royals,4,24,4.0,36,0,9.0,,,4,3,1,4,0,0,0
2009,Anureet Singh,Kolkata Knight Riders,2,30,5.0,47,2,9.4,23.5,15.0,16,4,3,7,4,0,4
2009,B Akhil,Royal Challengers Bengaluru,5,66,11.0,80,4,7.27,20.0,16.5,19,5,2,7,3,0,3
2009,B Lee,Punjab Kings,5,120,20.0,111,5,5.55,22.2,24.0,69,12,1,13,8,10,18
2009,BAW Mendis,Kolkata Knight Riders,4,100,16.4,135,3,8.1,45.0,33.33,26,5,7,12,1,1,2
2009,BJ Hodge,Kolkata Knight Riders,9,120,20.0,161,7,8.05,23.0,17.14,34,7,8,15,8,0,8
2009,C Nanda,Mumbai Indians,3,48,8.0,57,2,7.12,28.5,24.0,13,1,2,3,2,0,2
2009,CH Gayle,Kolkata Knight Riders,7,113,18.5,144,1,7.65,144.0,113.0,32,7,4,11,12,0,12
2009,CK Langeveldt,Kolkata Knight Riders,1,24,4.0,15,3,3.75,5.0,8.0,16,2,0,2,1,0,1
2009,D du Preez,Royal Challengers Bengaluru,2,42,7.0,56,4,8.0,14.0,10.5,18,6,1,7,0,3,3
2009,DJ Bravo,Mumbai Indians,11,199,33.1,259,11,7.81,23.55,18.09,89,24,11,35,12,1,13
2009,DJ Hussey,Kolkata Knight Riders,3,24,4.0,34,0,8.5,,,7,2,1,3,1,0,1
2009,DL Vettori,Delhi Capitals,7,139,23.1,181,7,7.81,25.86,19.86,48,15,7,22,2,0,2
2009,DP Nannes,Delhi Capitals,13,297,49.3,372,15,7.52,24.8,19.8,135,46,7,53,23,0,23
2009,DR Smith,Deccan Chargers,8,84,14.0,124,1,8.86,124.0,84.0,26,11,6,17,2,0,2
2009,DS Kulkarni,Mumbai Indians,8,156,26.0,206,5,7.92,41.2,31.2,65,23,6,29,8,0,8
2009,DW Steyn,Royal Challengers Bengaluru,3,54,9.0,62,2,6.89,31.0,27.0,27,4,3,7,5,0,5
2009,FH Edwards,Deccan Chargers,6,140,23.2,154,5,6.6,30.8,28.0,70,20,2,22,9,5,14
2009,GR Napier,Mumbai Indians,1,24,4.0,27,1,6.75,27.0,24.0,8,2,1,3,0,0,0
2009,Harbhajan Singh,Mumbai Indians,13,264,44.0,256,12,5.82,21.33,22.0,103,19,6,25,4,0,4
2009,Harmeet Singh,Deccan Chargers,7,137,22.5,192,3,8.41,64.0,45.67,46,19,6,25,5,0,5
2009,I Sharma,Kolkata Knight Riders,11,258,43.0,297,11,6.91,27.0,23.45,130,33,7,40,14,9,23
2009,IK Pathan,Punjab Kings,14,302,50.2,390,17,7.75,22.94,17.76,121,41,11,52,12,0,12
2009,J Botha,Rajasthan Royals,3,72,12.0,74,3,6.17,24.67,24.0,30,4,2,6,7,0,7
2009,JA Morkel,Chennai Super Kings,12,240,40.0,328,13,8.2,25.23,18.46,99,36,8,44,4,15,19
2009,JD Ryder,Royal Challengers Bengaluru,5,102,17.0,115,3,6.76,38.33,34.0,40,6,6,12,2,0,2
2009,JDP Oram,Chennai Super Kings,7,93,15.3,133,5,8.58,26.6,18.6,28,11,6,17,0,7,7
2009,JH Kallis,Royal Challengers Bengaluru,14,276,46.0,353,6,7.67,58.83,46.0,111,38,8,46,17,6,23
2009,JP Duminy,Mumbai Indians,6,105,17.3,93,4,5.31,23.25,26.25,44,3,3,6,7,0,7
2009,Jaskaran Singh,Deccan Chargers,1,18,3.0,32,0,10.67,,,8,4,1,5,1,0,1
2009,Joginder Sharma,Chennai Super Kings,4,42,7.0,57,2,8.14,28.5,21.0,9,4,2,6,1,0,1
2009,K Goel,Punjab Kings,4,48,8.0,61,0,7.62,,,16,8,0,8,1,0,1
2009,KP Appanna,Royal Challengers Bengaluru,5,72,12.0,87,2,7.25,43.5,36.0,18,7,1,8,0,0,0
2009,KP Pietersen,Royal Challengers Bengaluru,4,78,13.0,85,4,6.54,21.25,19.5,26,3,3,6,6,0,6
2009,Kamran Khan,Rajasthan Royals,5,112,18.4,139,7,7.45,19.86,16.0,40,15,3,18,8,2,10
2009,L Balaji,Chennai Super Kings,13,224,37.2,316,13,8.46,24.31,17.23,70,27,12,39,5,0,5
2009,LA Carseldine,Rajasthan Royals,1,6,1.0,6,1,6.0,6.0,6.0,4,1,0,1,1,0,1
2009,LR Shukla,Kolkata Knight Riders,5,84,14.0,100,3,7.14,33.33,28.0,38,10,3,13,5,0,5
2009,LRPL Taylor,Royal Challengers Bengaluru,1,6,1.0,13,0,13.0,,,0,0,1,1,1,0,1
2009,M Kartik,Kolkata Knight Riders,10,204,34.0,201,4,5.91,50.25,51.0,77,11,4,15,12,0,12
2009,M Morkel,Rajasthan Royals,2,42,7.0,40,0,5.71,,,20,3,1,4,2,0,2
2009,M Muralitharan,Chennai Super Kings,13,300,50.0,261,14,5.22,18.64,21.43,144,19,6,25,4,0,4
2009,MC Henriques,Kolkata Knight Riders,4,73,12.1,107,2,8.79,53.5,36.5,24,16,0,16,3,0,3
2009,MF Maharoof,Delhi Capitals,3,60,10.0,65,4,6.5,16.25,15.0,27,5,1,6,2,5,7
2009,MK Tiwary,Delhi Capitals,1,6,1.0,11,0,11.0,,,0,0,1,1,0,0,0
2009,MM Patel,Rajasthan Royals,11,209,34.5,241,16,6.92,15.06,13.06,108,23,9,32,4,18,22
2009,MS Gony,Chennai Super Kings,7,102,17.0,172,5,10.12,34.4,20.4,36,20,7,27,4,2,6
2009,Mashrafe Mortaza,Kolkata Knight Riders,1,24,4.0,58,0,14.5,,,6,4,4,8,2,6,8
2009,P Kumar,Royal Challengers Bengaluru,13,298,49.4,394,13,7.93,30.31,22.92,121,35,14,49,13,1,14
2009,PJ Sangwan,Delhi Capitals,13,280,46.4,360,15,7.71,24.0,18.67,112,32,13,45,15,6,21
2009,PP Chawla,Punjab Kings,14,269,44.5,308,12,6.87,25.67,22.42,111,21,12,33,5,0,5
2009,PP Ojha,Deccan Chargers,15,321,53.3,348,18,6.5,19.33,17.83,103,24,7,31,6,0,6
2009,Pankaj Singh,Royal Challengers Bengaluru,3,42,7.0,65,2,9.29,32.5,21.0,12,5,2,7,3,0,3
2009,R Ashwin,Chennai Super Kings,1,24,4.0,13,2,3.25,6.5,12.0,11,0,0,0,0,0,0
2009,R Bhatia,Delhi Capitals,7,130,21.4,146,10,6.74,14.6,13.0,42,12,2,14,4,0,4
2009,R Vinay Kumar,Royal Challengers Bengaluru,11,194,32.2,271,9,8.38,30.11,21.56,65,27,7,34,5,0,5
2009,RA Jadeja,Rajasthan Royals,10,140,23.2,151,6,6.47,25.17,23.33,42,11,1,12,5,0,5
2009,RA Shaikh,Mumbai Indians,1,6,1.0,11,0,11.0,,,1,2,0,2,0,0,0
2009,RE van der Merwe,Royal Challengers Bengaluru,10,204,34.0,248,9,7.29,27.56,22.67,53,9,10,19,5,0,5
2009,RG Sharma,Deccan Chargers,12,138,23.0,161,11,7.0,14.64,12.55,38,8,4,12,2,0,2
2009,RJ Harris,Deccan Chargers,8,186,31.0,230,6,7.42,38.33,31.0,84,23,8,31,5,3,8
2009,RP Singh,Deccan Chargers,16,358,59.4,417,23,6.99,18.13,15.57,169,40,12,52,17,14,31
2009,RR Bose,Punjab Kings,1,12,2.0,24,0,12.0,,,5,5,0,5,0,0,0
2009,RR Powar,Punjab Kings,8,126,21.0,132,5,6.29,26.4,25.2,49,8,3,11,7,0,7
2009,RR Raje,Mumbai Indians,4,41,6.5,72,1,10.54,72.0,41.0,11,8,2,10,5,0,5
2009,RS Bopara,Punjab Kings,2,8,1.2,5,0,3.75,,,3,0,0,0,0,0,0
2009,S Sreesanth,Punjab Kings,7,138,23.0,192,6,8.35,32.0,23.0,62,17,9,26,4,6,10
2009,S Tyagi,Chennai Super Kings,8,114,19.0,136,5,7.16,27.2,22.8,59,18,4,22,3,2,5
2009,SB Jakati,Chennai Super Kings,8,174,29.0,217,13,7.48,16.69,13.38,61,13,10,23,1,0,1
2009,SB Styris,Deccan Chargers,2,48,8.0,64,5,8.0,12.8,9.6,21,8,2,10,1,0,1
2009,SC Ganguly,Kolkata Knight Riders,6,72,12.0,97,2,8.08,48.5,36.0,17,6,3,9,1,0,1
2009,SK Raina,Chennai Super Kings,10,166,27.4,164,7,5.93,23.43,23.71,57,9,4,13,1,0,1
2009,SK Trivedi,Rajasthan Royals,7,120,20.0,152,6,7.6,25.33,20.0,43,16,3,19,2,2,4
2009,SK Warne,Rajasthan Royals,13,300,50.0,365,14,7.3,26.07,21.43,109,22,14,36,17,0,17
2009,SL Malinga,Mumbai Indians,13,297,49.3,312,18,6.3,17.33,16.5,140,25,7,32,27,4,31
2009,SM Harwood,Rajasthan Royals,3,60,10.0,73,3,7.3,24.33,20.0,33,6,2,8,12,0,12
2009,SR Tendulkar,Mumbai Indians,4,36,6.0,58,0,9.67,,,4,6,1,7,1,0,1
2009,SS Sarkar,Kolkata Knight Riders,2,25,4.1,34,1,8.16,34.0,25.0,4,4,0,4,0,0,0
2009,ST Jayasuriya,Mumbai Indians,9,114,19.0,163,7,8.58,23.29,16.29,28,7,8,15,9,0,9
2009,Shoaib Ahmed,Deccan Chargers,7,102,17.0,152,5,8.94,30.4,20.4,33,14,7,21,1,0,1
2009,T Henderson,Rajasthan Royals,2,36,6.0,40,1,6.67,40.0,36.0,14,5,0,5,0,0,0
2009,T Thushara,Chennai Super Kings,2,48,8.0,60,3,7.5,20.0,16.0,19,6,1,7,2,0,2
2009,TL Suman,Deccan Chargers,5,90,15.0,108,5,7.2,21.6,18.0,31,3,6,9,0,1,1
2009,TM Dilshan,Delhi Capitals,8,96,16.0,98,0,6.12,,,33,7,2,9,0,0,0
2009,V Kohli,Royal Challengers Bengaluru,3,36,6.0,46,0,7.67,,,10,2,1,3,3,0,3
2009,V Sehwag,Delhi Capitals,1,6,1.0,25,0,25.0,,,1,1,3,4,0,5,5
2009,VRV Singh,Punjab Kings,4,54,9.0,82,1,9.11,82.0,54.0,16,8,3,11,0,0,0
2009,VS Malik,Punjab Kings,5,72,12.0,98,2,8.17,49.0,36.0,28,8,4,12,1,1,2
2009,VY Mahesh,Delhi Capitals,1,12,2.0,25,1,12.5,25.0,12.0,3,0,3,3,1,0,1
2009,WA Mota,Punjab Kings,5,54,9.0,61,3,6.78,20.33,18.0,21,2,3,5,0,2,2
2009,WPUJC Vaas,Deccan Chargers,2,48,8.0,71,4,8.88,17.75,12.0,24,6,3,9,6,4,10
2009,Y Nagar,Delhi Capitals,1,12,2.0,20,2,10.0,10.0,6.0,3,0,2,2,0,1,1
2009,Y Venugopal Rao,Deccan Chargers,6,90,15.0,122,4,8.13,30.5,22.5,27,6,7,13,2,0,2
2009,YA Abdulla,Punjab Kings,9,168,28.0,241,14,8.61,17.21,12.0,75,25,10,35,11,5,16
2009,YK Pathan,Rajasthan Royals,11,210,35.0,243,7,6.94,34.71,30.0,83,18,7,25,11,0,11
2009,Yuvraj Singh,Punjab Kings,9,120,20.0,142,6,7.1,23.67,20.0,48,9,4,13,1,0,1
2009,Z Khan,Mumbai Indians,6,126,21.0,142,6,6.76,23.67,21.0,49,12,3,15,6,1,7
2010,A Kumble,Royal Challengers Bengaluru,16,380,63.2,407,17,6.43,23.94,22.35,151,27,13,40,9,13,22
2010,A Mishra,Delhi Capitals,14,318,53.0,363,17,6.85,21.35,18.71,131,26,16,42,8,8,16
2010,A Mithun,Royal Challengers Bengaluru,1,18,3.0,39,1,13.0,39.0,18.0,2,2,3,5,1,1,2
2010,A Nehra,Delhi Capitals,4,84,14.0,96,6,6.86,16.0,14.0,37,11,2,13,1,0,1
2010,A Symonds,Deccan Chargers,16,318,53.0,372,12,7.02,31.0,26.5,106,25,13,38,7,0,7
2010,A Uniyal,Rajasthan Royals,2,36,6.0,66,2,11.0,33.0,18.0,8,6,3,9,2,0,2
2010,AA Jhunjhunwala,Rajasthan Royals,5,37,6.1,69,0,11.19,,,12,5,4,9,2,0,2
2010,AB Agarkar,Kolkata Knight Riders,7,132,22.0,203,4,9.23,50.75,33.0,40,24,6,30,3,7,10
2010,AB Dinda,Kolkata Knight Riders,7,139,23.1,152,9,6.56,16.89,15.44,64,22,0,22,5,0,5
2010,AB McDonald,Delhi Capitals,4,84,14.0,138,5,9.86,27.6,16.8,21,10,8,18,1,0,1
2010,AC Voges,Rajasthan Royals,7,54,9.0,76,0,8.44,,,15,8,2,10,2,0,2
2010,AD Mascarenhas,Rajasthan Royals,2,48,8.0,65,4,8.12,16.25,12.0,16,8,1,9,0,0,0
2010,AD Mathews,Kolkata Knight Riders,12,225,37.3,314,8,8.37,39.25,28.12,58,28,9,37,4,1,5
2010,AG Murtaza,Mumbai Indians,3,72,12.0,91,3,7.58,30.33,24.0,23,3,5,8,5,0,5
2010,AJ Finch,Rajasthan Royals,1,7,1.1,5,0,4.29,,,3,0,0,0,0,0,0
2010,AN Ahmed,Mumbai Indians,1,12,2.0,26,0,13.0,,,3,3,0,3,6,0,6
2010,AP Dole,Rajasthan Royals,3,66,11.0,112,5,10.18,22.4,13.2,20,11,4,15,6,1,7
2010,B Akhil,Royal Challengers Bengaluru,1,6,1.0,6,0,6.0,,,3,1,0,1,0,0,0
2010,B Lee,Punjab Kings,4,87,14.3,149,0,10.28,,,20,15,3,18,11,3,14
2010,BAW Mendis,Kolkata Knight Riders,2,48,8.0,66,2,8.25,33.0,24.0,12,2,3,5,6,0,6
2010,BJ Hodge,Kolkata Knight Riders,4,30,5.0,41,2,8.2,20.5,15.0,8,2,2,4,0,0,0
2010,Bipul Sharma,Punjab Kings,4,60,10.0,94,3,9.4,31.33,20.0,14,5,5,10,0,0,0
2010,C Ganapathy,Chennai Super Kings,1,6,1.0,13,0,13.0,,,1,1,1,2,0,0,0
2010,CH Gayle,Kolkata Knight Riders,6,96,16.0,152,4,9.5,38.0,24.0,29,15,4,19,14,0,14
2010,CK Langeveldt,Kolkata Knight Riders,3,66,11.0,88,5,8.0,17.6,13.2,26,9,3,12,4,0,4
2010,CL White,Royal Challengers Bengaluru,1,6,1.0,19,0,19.0,,,2,1,2,3,1,0,1
2010,CRD Fernando,Mumbai Indians,5,114,19.0,138,7,7.26,19.71,16.29,50,15,3,18,4,9,13
2010,DE Bollinger,Chennai Super Kings,8,186,31.0,207,12,6.68,17.25,15.5,94,19,8,27,7,2,9
2010,DJ Bravo,Mumbai Indians,10,157,26.1,228,4,8.71,57.0,39.25,48,19,9,28,5,0,5
2010,DJ Hussey,Kolkata Knight Riders,5,60,10.0,80,0,8.0,,,13,5,2,7,0,0,0
2010,DL Vettori,Delhi Capitals,3,70,11.4,97,2,8.31,48.5,35.0,21,9,3,12,2,0,2
